epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,232.769,1.16911,1.23948,1.23077,0.6865,0.64922,0.72242,0.50975,1.16563,1.24398,1.25761,0.0018317,0.0018317,0.0018317
19,245.622,1.16122,1.22969,1.22411,0.6699,0.63628,0.70485,0.48799,1.20296,1.38264,1.27418,0.0018218,0.0018218,0.0018218
20,258.396,1.15567,1.22653,1.22111,0.6761,0.62321,0.71638,0.50749,1.14966,1.37621,1.23391,0.0018119,0.0018119,0.0018119
21,271.181,1.13789,1.17271,1.20724,0.68355,0.64961,0.72253,0.51485,1.13872,1.27018,1.23431,0.001802,0.001802,0.001802
22,283.823,1.12788,1.16108,1.20537,0.72636,0.61496,0.72808,0.52333,1.11091,1.21953,1.21934,0.0017921,0.0017921,0.0017921
23,296.652,1.12595,1.18111,1.20478,0.73541,0.62431,0.73368,0.52474,1.10972,1.19316,1.19544,0.0017822,0.0017822,0.0017822
24,309.382,1.11451,1.16402,1.19705,0.73283,0.60781,0.72432,0.51764,1.14776,1.27177,1.24051,0.0017723,0.0017723,0.0017723
25,322.192,1.12045,1.14923,1.19226,0.74462,0.62761,0.73917,0.52445,1.15198,1.19415,1.23505,0.0017624,0.0017624,0.0017624
26,334.884,1.08681,1.13342,1.17629,0.6885,0.63256,0.71384,0.5099,1.12121,1.2416,1.22391,0.0017525,0.0017525,0.0017525
27,347.561,1.08047,1.11754,1.1676,0.6796,0.67671,0.7409,0.53268,1.10901,1.207,1.20447,0.0017426,0.0017426,0.0017426
28,360.212,1.08416,1.11935,1.17769,0.69621,0.66181,0.73939,0.53362,1.10308,1.2524,1.2108,0.0017327,0.0017327,0.0017327
29,372.773,1.08555,1.10913,1.17902,0.74269,0.63667,0.74177,0.53206,1.10673,1.22616,1.20809,0.0017228,0.0017228,0.0017228
30,385.382,1.08998,1.10544,1.17801,0.71452,0.66832,0.75495,0.54282,1.11235,1.14167,1.20343,0.0017129,0.0017129,0.0017129
31,398.104,1.07306,1.07999,1.16507,0.75297,0.64045,0.7579,0.55066,1.07985,1.13253,1.18773,0.001703,0.001703,0.001703
32,410.724,1.06874,1.09097,1.16521,0.75017,0.62816,0.73536,0.52405,1.13533,1.17686,1.24356,0.0016931,0.0016931,0.0016931
33,423.394,1.05215,1.06942,1.16046,0.70112,0.68905,0.75658,0.55288,1.06358,1.1333,1.19288,0.0016832,0.0016832,0.0016832
34,435.949,1.06379,1.08549,1.16075,0.71484,0.6729,0.75194,0.54429,1.07463,1.14061,1.18578,0.0016733,0.0016733,0.0016733
35,448.546,1.05602,1.05904,1.15618,0.71596,0.64686,0.74556,0.52709,1.14165,1.16761,1.22921,0.0016634,0.0016634,0.0016634
36,461.054,1.07427,1.07494,1.16472,0.7484,0.64906,0.75303,0.54063,1.06891,1.19327,1.17625,0.0016535,0.0016535,0.0016535
37,473.688,1.05081,1.0484,1.15749,0.71084,0.67052,0.75353,0.54762,1.07756,1.145,1.19247,0.0016436,0.0016436,0.0016436
38,486.329,1.04972,1.06937,1.15271,0.69081,0.63414,0.70253,0.50774,1.10422,1.22746,1.1994,0.0016337,0.0016337,0.0016337
39,499.002,1.03163,1.04429,1.14236,0.72192,0.674,0.76417,0.55612,1.07581,1.12093,1.17909,0.0016238,0.0016238,0.0016238
40,511.536,1.05612,1.06831,1.15711,0.73633,0.66514,0.7576,0.54917,1.07482,1.14573,1.18172,0.0016139,0.0016139,0.0016139
41,524.127,1.03551,1.0314,1.14402,0.75001,0.65127,0.76383,0.55449,1.10535,1.12891,1.20685,0.001604,0.001604,0.001604
42,536.785,1.02526,1.01736,1.13858,0.70442,0.65457,0.72549,0.51866,1.09962,1.1553,1.20525,0.0015941,0.0015941,0.0015941
43,549.385,1.02173,1.01921,1.1401,0.73716,0.67052,0.76542,0.55377,1.08675,1.10016,1.19951,0.0015842,0.0015842,0.0015842
44,562.125,1.0266,1.01154,1.13646,0.70563,0.66981,0.74653,0.54295,1.07267,1.14899,1.20298,0.0015743,0.0015743,0.0015743
45,574.586,1.01222,0.99975,1.13768,0.72363,0.70627,0.78179,0.56793,1.06079,1.07392,1.1835,0.0015644,0.0015644,0.0015644
46,587.431,1.02192,1.0052,1.13261,0.76667,0.66227,0.78012,0.56884,1.08176,1.10465,1.19036,0.0015545,0.0015545,0.0015545
47,600.109,0.99592,0.9913,1.12207,0.72859,0.66743,0.76505,0.55278,1.10115,1.141,1.21585,0.0015446,0.0015446,0.0015446
48,612.756,1.01052,0.98554,1.12766,0.72839,0.67327,0.76864,0.54579,1.10314,1.13651,1.2069,0.0015347,0.0015347,0.0015347
49,625.346,1.01873,0.98502,1.13273,0.76671,0.65803,0.76684,0.55867,1.08845,1.12513,1.18141,0.0015248,0.0015248,0.0015248
50,637.916,0.99193,0.993,1.11591,0.72399,0.71563,0.78634,0.57679,1.05173,1.06073,1.18639,0.0015149,0.0015149,0.0015149
51,650.601,1.01736,1.00758,1.12806,0.7417,0.65547,0.75709,0.55816,1.05382,1.13865,1.17266,0.001505,0.001505,0.001505
52,663.187,0.99541,0.98521,1.12322,0.77227,0.65237,0.77285,0.56675,1.05837,1.08759,1.17768,0.0014951,0.0014951,0.0014951
53,675.903,0.98666,0.9699,1.11758,0.72243,0.69865,0.77711,0.56843,1.04852,1.07472,1.16385,0.0014852,0.0014852,0.0014852
54,688.528,1.00184,0.9788,1.11465,0.73921,0.66732,0.76535,0.55424,1.07458,1.14042,1.16289,0.0014753,0.0014753,0.0014753
55,701.095,0.98294,0.96828,1.1118,0.75159,0.65906,0.76805,0.56472,1.0678,1.11108,1.18698,0.0014654,0.0014654,0.0014654
56,713.899,0.97912,0.94769,1.11126,0.73797,0.69252,0.77811,0.57311,1.04484,1.09215,1.17562,0.0014555,0.0014555,0.0014555
57,726.647,0.98674,0.96945,1.11424,0.72337,0.66722,0.74629,0.54438,1.08991,1.1475,1.20987,0.0014456,0.0014456,0.0014456
58,739.294,0.98565,0.96216,1.11639,0.75947,0.67767,0.78164,0.57661,1.04376,1.07641,1.17274,0.0014357,0.0014357,0.0014357
59,751.869,0.98736,0.94993,1.1116,0.76108,0.67547,0.78046,0.57331,1.04678,1.07725,1.1738,0.0014258,0.0014258,0.0014258
60,764.538,0.97394,0.94568,1.11966,0.73134,0.68279,0.77016,0.5666,1.08302,1.11078,1.20299,0.0014159,0.0014159,0.0014159
