epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,219.945,1.19578,1.26932,1.24894,0.71692,0.62596,0.71542,0.50542,1.16212,1.27427,1.24991,0.0018416,0.0018416,0.0018416
18,232.772,1.19638,1.29217,1.24888,0.69014,0.62321,0.71594,0.50049,1.15864,1.2906,1.24417,0.0018317,0.0018317,0.0018317
19,246.242,1.18723,1.29231,1.24464,0.67574,0.62541,0.70465,0.49629,1.16005,1.31681,1.24861,0.0018218,0.0018218,0.0018218
20,259.055,1.178,1.27901,1.24372,0.68991,0.63638,0.72281,0.5037,1.1644,1.43431,1.25476,0.0018119,0.0018119,0.0018119
21,271.543,1.15796,1.22255,1.2238,0.70452,0.62761,0.71396,0.51331,1.13005,1.27158,1.22703,0.001802,0.001802,0.001802
22,283.838,1.15649,1.22273,1.22142,0.66087,0.641,0.69764,0.48588,1.21463,1.3063,1.27348,0.0017921,0.0017921,0.0017921
23,297.242,1.15275,1.23339,1.22645,0.68616,0.61606,0.69859,0.49031,1.17939,1.31497,1.25835,0.0017822,0.0017822,0.0017822
24,310.027,1.13387,1.22238,1.21253,0.69094,0.64631,0.72252,0.50756,1.16646,1.27788,1.23536,0.0017723,0.0017723,0.0017723
25,323.112,1.14752,1.21194,1.21026,0.679,0.65017,0.72637,0.52154,1.15455,1.21781,1.25573,0.0017624,0.0017624,0.0017624
26,335.98,1.11594,1.20219,1.1961,0.68452,0.64448,0.71263,0.51094,1.10741,1.28297,1.22368,0.0017525,0.0017525,0.0017525
27,348.984,1.10495,1.19086,1.19057,0.73211,0.63971,0.73192,0.52069,1.12482,1.27001,1.22865,0.0017426,0.0017426,0.0017426
28,361.774,1.1135,1.18127,1.19629,0.71068,0.63971,0.73128,0.51565,1.16014,1.30185,1.24412,0.0017327,0.0017327,0.0017327
29,381.035,1.11492,1.16076,1.20222,0.73176,0.64523,0.74612,0.53892,1.08986,1.16528,1.20994,0.0017228,0.0017228,0.0017228
30,400.667,1.10942,1.16445,1.19556,0.72193,0.65347,0.74651,0.53635,1.12533,1.18908,1.21635,0.0017129,0.0017129,0.0017129
31,420.356,1.09934,1.14195,1.18643,0.70096,0.68078,0.75023,0.5421,1.08878,1.1491,1.19289,0.001703,0.001703,0.001703
32,439.609,1.10297,1.15828,1.18984,0.71067,0.63036,0.71918,0.51122,1.14037,1.24521,1.23881,0.0016931,0.0016931,0.0016931
33,459.155,1.07402,1.11558,1.17591,0.72736,0.66777,0.75078,0.54267,1.10779,1.14691,1.21096,0.0016832,0.0016832,0.0016832
34,478.536,1.10023,1.13373,1.18559,0.7029,0.68482,0.74247,0.52905,1.11181,1.17367,1.22344,0.0016733,0.0016733,0.0016733
35,498.13,1.08146,1.11107,1.17675,0.66951,0.65897,0.72469,0.5112,1.14483,1.22537,1.24175,0.0016634,0.0016634,0.0016634
36,517.658,1.09609,1.12542,1.1856,0.70688,0.65927,0.74172,0.52665,1.12074,1.18942,1.21748,0.0016535,0.0016535,0.0016535
37,537.221,1.07831,1.11518,1.17829,0.69208,0.65732,0.7321,0.52275,1.15665,1.22094,1.26745,0.0016436,0.0016436,0.0016436
38,556.975,1.07521,1.12015,1.18003,0.68977,0.67876,0.75461,0.54602,1.07121,1.1519,1.18566,0.0016337,0.0016337,0.0016337
39,576.445,1.06331,1.10169,1.1677,0.71154,0.67297,0.76075,0.54944,1.0723,1.15175,1.19271,0.0016238,0.0016238,0.0016238
40,596.357,1.07654,1.11854,1.17784,0.72775,0.66901,0.75793,0.55057,1.07156,1.14183,1.19666,0.0016139,0.0016139,0.0016139
41,616.184,1.06396,1.08312,1.16725,0.71553,0.66722,0.75351,0.54969,1.09697,1.14638,1.21331,0.001604,0.001604,0.001604
42,636.143,1.04862,1.07976,1.16068,0.72067,0.65137,0.74991,0.5447,1.09182,1.1337,1.21402,0.0015941,0.0015941,0.0015941
43,655.665,1.03729,1.06897,1.15324,0.70259,0.6614,0.74838,0.54495,1.06645,1.14058,1.18418,0.0015842,0.0015842,0.0015842
44,675.492,1.05409,1.07591,1.15327,0.68637,0.65846,0.72735,0.52633,1.10612,1.18944,1.20704,0.0015743,0.0015743,0.0015743
45,695.211,1.0418,1.06242,1.15768,0.70295,0.70422,0.77063,0.56067,1.06399,1.09788,1.1766,0.0015644,0.0015644,0.0015644
46,714.969,1.04925,1.06355,1.15157,0.71419,0.66832,0.75766,0.55498,1.08065,1.14136,1.18998,0.0015545,0.0015545,0.0015545
47,735.027,1.03283,1.05859,1.14597,0.74403,0.63474,0.75848,0.55264,1.08869,1.14259,1.2061,0.0015446,0.0015446,0.0015446
48,754.726,1.04366,1.04486,1.15112,0.7297,0.67267,0.76066,0.55509,1.07225,1.13709,1.19337,0.0015347,0.0015347,0.0015347
49,775.024,1.04027,1.04392,1.15222,0.73946,0.64165,0.75459,0.5502,1.10057,1.13051,1.21403,0.0015248,0.0015248,0.0015248
50,794.957,1.02513,1.03654,1.14302,0.72629,0.69527,0.77587,0.56773,1.06594,1.08025,1.18786,0.0015149,0.0015149,0.0015149
51,814.911,1.05209,1.09061,1.15289,0.71774,0.66858,0.75645,0.55324,1.0678,1.15614,1.18512,0.001505,0.001505,0.001505
52,835.071,1.02092,1.03999,1.14254,0.76891,0.66437,0.77402,0.56622,1.05016,1.08803,1.18058,0.0014951,0.0014951,0.0014951
53,855.063,1.01817,1.03399,1.14292,0.75114,0.68069,0.77332,0.56557,1.05832,1.08553,1.1709,0.0014852,0.0014852,0.0014852
54,875.322,1.03033,1.03706,1.13861,0.74811,0.65346,0.76204,0.55081,1.07466,1.10248,1.17906,0.0014753,0.0014753,0.0014753
55,895.324,1.00198,1.01317,1.13084,0.71176,0.69637,0.76679,0.56608,1.08885,1.10734,1.20683,0.0014654,0.0014654,0.0014654
56,915.173,1.00349,1.00394,1.12918,0.75677,0.65732,0.7685,0.56692,1.06445,1.1049,1.19552,0.0014555,0.0014555,0.0014555
57,935.014,1.01653,1.02748,1.12987,0.71832,0.64806,0.74248,0.53658,1.08894,1.17631,1.2016,0.0014456,0.0014456,0.0014456
58,954.81,1.02715,1.0272,1.13825,0.76648,0.63861,0.76374,0.56249,1.06728,1.13808,1.18318,0.0014357,0.0014357,0.0014357
59,974.598,1.02654,1.00995,1.13603,0.74877,0.62376,0.74551,0.54629,1.08341,1.12637,1.19992,0.0014258,0.0014258,0.0014258
60,994.819,1.00279,1.0078,1.13194,0.72246,0.68812,0.76384,0.55763,1.07263,1.12112,1.18852,0.0014159,0.0014159,0.0014159
