epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1072.49,0.99677,0.69275,1.25024,0.92172,0.85551,0.93013,0.6554,1.0651,0.57385,1.35749,0.0015941,0.0015941,0.0015941
43,1097.9,1.00578,0.72108,1.26012,0.90363,0.86938,0.93031,0.6455,1.08966,0.58972,1.38672,0.0015842,0.0015842,0.0015842
44,1123.22,0.9711,0.68085,1.23679,0.93104,0.86154,0.92938,0.65211,1.08801,0.57579,1.34514,0.0015743,0.0015743,0.0015743
45,1148.45,0.9834,0.68984,1.24723,0.94214,0.85291,0.92543,0.66617,1.00511,0.54731,1.30812,0.0015644,0.0015644,0.0015644
46,1173.73,0.98096,0.69105,1.23523,0.92859,0.83504,0.91281,0.63539,1.1031,0.64329,1.38547,0.0015545,0.0015545,0.0015545
47,1199.12,0.98249,0.68635,1.23014,0.90891,0.859,0.93021,0.66303,1.01447,0.54206,1.33282,0.0015446,0.0015446,0.0015446
48,1224.79,0.98384,0.71005,1.23507,0.91559,0.82119,0.9014,0.63734,1.04905,0.64226,1.34459,0.0015347,0.0015347,0.0015347
49,1250.09,0.98056,0.68862,1.23816,0.92976,0.8686,0.9343,0.67023,1.02462,0.54376,1.3128,0.0015248,0.0015248,0.0015248
50,1275.3,0.97554,0.67562,1.2353,0.93659,0.81808,0.91326,0.64929,1.03689,0.60533,1.341,0.0015149,0.0015149,0.0015149
51,1300.42,0.96449,0.68727,1.22769,0.93648,0.8432,0.92208,0.6601,1.02488,0.55598,1.31183,0.001505,0.001505,0.001505
52,1325.55,0.95613,0.66706,1.22275,0.94,0.85731,0.93332,0.66716,1.01823,0.52285,1.33846,0.0014951,0.0014951,0.0014951
53,1350.68,0.95959,0.66671,1.22668,0.89033,0.86093,0.91827,0.66012,1.00694,0.56606,1.32536,0.0014852,0.0014852,0.0014852
54,1375.85,0.928,0.64963,1.20504,0.95101,0.83745,0.92936,0.66704,1.02469,0.53719,1.32036,0.0014753,0.0014753,0.0014753
55,1401.18,0.9411,0.65179,1.20987,0.92835,0.86584,0.92986,0.6489,1.09228,0.58684,1.33914,0.0014654,0.0014654,0.0014654
56,1426.27,0.97946,0.67906,1.23158,0.92874,0.84527,0.91414,0.64599,1.07963,0.5841,1.35436,0.0014555,0.0014555,0.0014555
57,1451.35,0.94851,0.65553,1.21508,0.92061,0.85168,0.92053,0.65913,1.01244,0.56225,1.32899,0.0014456,0.0014456,0.0014456
58,1476.48,0.93882,0.65144,1.22084,0.93889,0.86953,0.93235,0.65537,1.06679,0.55122,1.3573,0.0014357,0.0014357,0.0014357
59,1501.64,0.942,0.64627,1.21592,0.92397,0.84708,0.92143,0.66323,1.01085,0.5455,1.31471,0.0014258,0.0014258,0.0014258
