epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,528.143,1.03749,1.05485,1.14936,0.74101,0.64055,0.74912,0.53237,1.14154,1.13094,1.23588,0.0015941,0.0015941,0.0015941
43,540.549,1.02541,1.05708,1.14334,0.72481,0.66227,0.75434,0.54782,1.07936,1.12104,1.19677,0.0015842,0.0015842,0.0015842
44,552.795,1.04277,1.05116,1.14476,0.74194,0.65182,0.7566,0.55428,1.0691,1.13495,1.19826,0.0015743,0.0015743,0.0015743
45,565.185,1.02774,1.03372,1.1473,0.725,0.67722,0.76277,0.55292,1.07678,1.11087,1.19248,0.0015644,0.0015644,0.0015644
46,577.475,1.04094,1.04954,1.14723,0.72941,0.65897,0.75779,0.54814,1.09485,1.15407,1.20017,0.0015545,0.0015545,0.0015545
47,589.811,1.02505,1.04141,1.13904,0.73059,0.65677,0.75671,0.55324,1.08369,1.19703,1.19031,0.0015446,0.0015446,0.0015446
48,602.186,1.03415,1.031,1.13963,0.73494,0.67657,0.76579,0.56187,1.05213,1.10559,1.17479,0.0015347,0.0015347,0.0015347
49,614.518,1.03101,1.02255,1.14662,0.73284,0.66007,0.75728,0.5551,1.09222,1.12555,1.20307,0.0015248,0.0015248,0.0015248
50,626.768,1.01833,1.02848,1.13134,0.72335,0.67437,0.76806,0.56384,1.07428,1.08686,1.19522,0.0015149,0.0015149,0.0015149
51,639.126,1.04026,1.06551,1.13991,0.70723,0.69096,0.76798,0.57014,1.04864,1.10304,1.15737,0.001505,0.001505,0.001505
52,651.491,1.01373,1.02255,1.12795,0.76286,0.66355,0.77266,0.56506,1.05819,1.08064,1.17477,0.0014951,0.0014951,0.0014951
53,663.878,1.00506,1.02432,1.12928,0.72659,0.67388,0.77211,0.5637,1.05859,1.11009,1.18034,0.0014852,0.0014852,0.0014852
54,676.206,1.01446,1.01425,1.12196,0.76389,0.64741,0.771,0.56793,1.07067,1.08875,1.17155,0.0014753,0.0014753,0.0014753
55,688.542,0.99265,0.99609,1.11874,0.76032,0.65957,0.76683,0.5609,1.09194,1.11411,1.19482,0.0014654,0.0014654,0.0014654
56,701.065,0.99606,0.98333,1.11885,0.77152,0.65753,0.77584,0.56932,1.07477,1.07642,1.18251,0.0014555,0.0014555,0.0014555
57,713.51,1.0061,1.01549,1.12362,0.69596,0.64576,0.71818,0.51609,1.11142,1.16762,1.23082,0.0014456,0.0014456,0.0014456
58,725.848,1.01732,1.01056,1.12963,0.74701,0.69197,0.78632,0.57713,1.05794,1.05843,1.16794,0.0014357,0.0014357,0.0014357
59,738.154,1.01064,1.00119,1.1232,0.72263,0.70077,0.77038,0.56792,1.06517,1.05728,1.18034,0.0014258,0.0014258,0.0014258
60,750.546,0.993,0.97824,1.12564,0.69163,0.68702,0.75115,0.55051,1.09805,1.13472,1.20323,0.0014159,0.0014159,0.0014159
61,763.045,0.98629,0.97512,1.10542,0.70264,0.69145,0.76298,0.55921,1.07749,1.12443,1.20325,0.001406,0.001406,0.001406
62,775.618,0.99709,0.98775,1.11489,0.75951,0.67822,0.77789,0.57399,1.06656,1.05895,1.17207,0.0013961,0.0013961,0.0013961
63,788.281,0.99661,0.99561,1.11998,0.73528,0.66766,0.75891,0.55277,1.08341,1.09404,1.18275,0.0013862,0.0013862,0.0013862
64,800.776,0.98015,0.96169,1.10894,0.77263,0.66887,0.78049,0.57668,1.04176,1.0509,1.16459,0.0013763,0.0013763,0.0013763
65,813.376,0.98857,0.9482,1.1106,0.75822,0.68592,0.78299,0.57747,1.05326,1.05577,1.16366,0.0013664,0.0013664,0.0013664
66,826.025,0.98646,0.95568,1.11386,0.74464,0.68592,0.77201,0.56515,1.06892,1.0749,1.18266,0.0013565,0.0013565,0.0013565
67,838.654,0.98062,0.95533,1.11314,0.75878,0.65577,0.76733,0.56957,1.06402,1.11329,1.16815,0.0013466,0.0013466,0.0013466
68,851.193,0.9821,0.95724,1.10469,0.75128,0.65952,0.75991,0.55479,1.0799,1.08822,1.19047,0.0013367,0.0013367,0.0013367
