epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,6441.73,1.10924,0.76129,1.08795,0.8599,0.76983,0.86663,0.62155,1.02176,0.64248,1.22764,0.006238,0.006238,0.006238
78,6525.34,1.10489,0.76231,1.08244,0.8653,0.7623,0.86777,0.61928,1.03128,0.64017,1.24203,0.0061885,0.0061885,0.0061885
79,6608.54,1.10706,0.76379,1.08677,0.85631,0.77058,0.8675,0.61906,1.03575,0.63678,1.24043,0.006139,0.006139,0.006139
80,6692.08,1.10238,0.75629,1.07851,0.8677,0.7662,0.86893,0.62198,1.02882,0.63099,1.23904,0.0060895,0.0060895,0.0060895
81,6775.39,1.09651,0.75013,1.08058,0.8616,0.77204,0.8692,0.6174,1.04932,0.63597,1.25092,0.00604,0.00604,0.00604
82,6858.73,1.09372,0.75558,1.08001,0.87549,0.76668,0.8697,0.62179,1.02382,0.63089,1.23735,0.0059905,0.0059905,0.0059905
83,6942.1,1.09323,0.75191,1.08067,0.8772,0.76668,0.87033,0.62292,1.02968,0.63903,1.23589,0.005941,0.005941,0.005941
84,7025.5,1.09118,0.75406,1.07796,0.8632,0.77299,0.8692,0.62309,1.02906,0.63616,1.23786,0.0058915,0.0058915,0.0058915
85,7108.81,1.08901,0.74795,1.07938,0.85989,0.77577,0.86784,0.62207,1.05042,0.64038,1.24972,0.005842,0.005842,0.005842
86,7192.3,1.08348,0.75062,1.07804,0.86311,0.77789,0.87036,0.62442,1.04503,0.63384,1.24538,0.0057925,0.0057925,0.0057925
87,7275.48,1.0828,0.74659,1.07471,0.86542,0.77681,0.87106,0.62745,1.0262,0.6291,1.23709,0.005743,0.005743,0.005743
88,7358.64,1.08549,0.7377,1.07217,0.85224,0.78057,0.86993,0.62612,1.0231,0.62888,1.23878,0.0056935,0.0056935,0.0056935
89,7442.37,1.07587,0.74259,1.07012,0.85396,0.78568,0.872,0.6292,1.01797,0.62435,1.23752,0.005644,0.005644,0.005644
90,7525.99,1.07802,0.73662,1.07097,0.85575,0.7942,0.87275,0.63144,1.00653,0.61603,1.23077,0.0055945,0.0055945,0.0055945
91,7609.57,1.08066,0.74069,1.07209,0.85487,0.78902,0.87299,0.63067,1.0104,0.61879,1.22992,0.005545,0.005545,0.005545
92,7692.89,1.07806,0.73191,1.07027,0.85995,0.78658,0.87334,0.63202,1.00948,0.62169,1.22721,0.0054955,0.0054955,0.0054955
93,7776.26,1.07463,0.7335,1.07204,0.8584,0.78104,0.87243,0.62878,1.01263,0.62456,1.22884,0.005446,0.005446,0.005446
94,7859.72,1.07591,0.73455,1.07112,0.85306,0.78665,0.87092,0.627,1.01752,0.62488,1.23189,0.0053965,0.0053965,0.0053965
95,7943.24,1.06508,0.72291,1.06415,0.8607,0.77935,0.87025,0.626,1.01856,0.62409,1.23394,0.005347,0.005347,0.005347
96,8026.89,1.07208,0.73244,1.06609,0.86302,0.77935,0.87145,0.62821,1.01628,0.62253,1.23386,0.0052975,0.0052975,0.0052975
97,8110.36,1.06651,0.72644,1.06754,0.86252,0.78381,0.87107,0.62666,1.02601,0.62364,1.23897,0.005248,0.005248,0.005248
98,8194.07,1.06169,0.72127,1.06226,0.86243,0.783,0.87136,0.62468,1.04235,0.62834,1.24667,0.0051985,0.0051985,0.0051985
99,8277.64,1.05239,0.71342,1.06028,0.86534,0.78178,0.87269,0.62655,1.0395,0.62385,1.24512,0.005149,0.005149,0.005149
100,8361.27,1.05614,0.71781,1.0599,0.86786,0.7838,0.87279,0.62703,1.0407,0.623,1.24582,0.0050995,0.0050995,0.0050995
101,8445.16,1.05008,0.71104,1.05589,0.86492,0.78283,0.87208,0.62632,1.04593,0.6252,1.24958,0.00505,0.00505,0.00505
102,8528.97,1.05572,0.71161,1.06025,0.86369,0.78178,0.87106,0.62596,1.04184,0.62666,1.24647,0.0050005,0.0050005,0.0050005
