epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,1741.42,1.25243,0.7654,1.04594,0.88899,0.67305,0.77086,0.48366,1.10113,0.63941,0.95697,0.007921,0.007921,0.007921
44,1781.97,1.24514,0.76717,1.04225,0.88481,0.69059,0.76812,0.48795,1.09256,0.63635,0.95078,0.0078715,0.0078715,0.0078715
45,1822.34,1.25203,0.76612,1.04107,0.8671,0.67638,0.76673,0.4978,1.10004,0.62679,0.95817,0.007822,0.007822,0.007822
46,1862.62,1.23956,0.75896,1.03988,0.87964,0.66441,0.76081,0.48892,1.09317,0.61795,0.94993,0.0077725,0.0077725,0.0077725
47,1903.21,1.23499,0.74678,1.03198,0.86132,0.69697,0.76998,0.5073,1.07916,0.60978,0.94548,0.007723,0.007723,0.007723
48,1943.72,1.23566,0.74812,1.03217,0.85052,0.70781,0.7809,0.50377,1.07105,0.6286,0.94513,0.0076735,0.0076735,0.0076735
49,1984.12,1.22418,0.74042,1.03056,0.87737,0.70748,0.77861,0.50586,1.08166,0.6091,0.94748,0.007624,0.007624,0.007624
50,2024.57,1.23257,0.74598,1.03315,0.87913,0.67624,0.77387,0.49288,1.09758,0.6191,0.95828,0.0075745,0.0075745,0.0075745
51,2065.03,1.21811,0.73875,1.02599,0.86486,0.69409,0.78076,0.50057,1.09349,0.61297,0.95348,0.007525,0.007525,0.007525
52,2105.53,1.22115,0.73529,1.0256,0.88141,0.69856,0.77731,0.49833,1.09395,0.60967,0.95517,0.0074755,0.0074755,0.0074755
53,2145.88,1.21084,0.72561,1.02243,0.88564,0.67935,0.78077,0.5065,1.08039,0.60058,0.95179,0.007426,0.007426,0.007426
54,2186.37,1.21574,0.7318,1.02674,0.84916,0.7177,0.78847,0.50874,1.05905,0.5795,0.95275,0.0073765,0.0073765,0.0073765
55,2226.85,1.2043,0.72209,1.02339,0.83666,0.7193,0.77683,0.50918,1.04483,0.59904,0.94572,0.007327,0.007327,0.007327
56,2267.42,1.2151,0.73351,1.02576,0.86598,0.69537,0.7845,0.50657,1.06134,0.59498,0.94956,0.0072775,0.0072775,0.0072775
57,2307.8,1.19971,0.72735,1.0222,0.88034,0.71576,0.78585,0.50459,1.09809,0.60182,0.94628,0.007228,0.007228,0.007228
58,2348.26,1.19249,0.72013,1.02159,0.86843,0.68421,0.77948,0.5048,1.06269,0.59772,0.95354,0.0071785,0.0071785,0.0071785
59,2388.75,1.20461,0.72625,1.02173,0.8816,0.70016,0.77849,0.50772,1.06627,0.59223,0.94355,0.007129,0.007129,0.007129
60,2429.15,1.19322,0.71342,1.01737,0.86979,0.70654,0.77678,0.50383,1.06615,0.59696,0.94045,0.0070795,0.0070795,0.0070795
61,2469.52,1.18482,0.71183,1.01398,0.85025,0.74322,0.79462,0.52105,1.07568,0.57196,0.9473,0.00703,0.00703,0.00703
62,2509.94,1.19486,0.71859,1.01887,0.8567,0.73046,0.79172,0.5148,1.055,0.58828,0.94103,0.0069805,0.0069805,0.0069805
63,2550.3,1.17925,0.70527,1.01385,0.88093,0.7177,0.7977,0.52349,1.06086,0.5689,0.9322,0.006931,0.006931,0.006931
64,2590.67,1.17911,0.70658,1.01318,0.87453,0.72887,0.78331,0.51436,1.05731,0.56281,0.94131,0.0068815,0.0068815,0.0068815
65,2631.1,1.17975,0.70713,1.01194,0.88225,0.70813,0.78125,0.50528,1.08227,0.59138,0.94752,0.006832,0.006832,0.006832
66,2671.5,1.1664,0.69667,1.00674,0.88288,0.72137,0.78797,0.51034,1.05802,0.58467,0.94077,0.0067825,0.0067825,0.0067825
67,2712.04,1.17474,0.70064,1.00661,0.87869,0.71292,0.78755,0.50999,1.06773,0.58626,0.94355,0.006733,0.006733,0.006733
68,2752.52,1.16381,0.68984,1.00615,0.87379,0.72875,0.78969,0.5115,1.06089,0.57585,0.94964,0.0066835,0.0066835,0.0066835
69,2793.06,1.1552,0.68919,1.00439,0.85252,0.73206,0.79058,0.51734,1.05108,0.57164,0.94035,0.006634,0.006634,0.006634
70,2833.55,1.15885,0.69168,1.00502,0.86603,0.7193,0.78783,0.50814,1.06011,0.57682,0.94241,0.0065845,0.0065845,0.0065845
71,2874.01,1.1557,0.68582,0.99894,0.84173,0.7512,0.79337,0.51396,1.05145,0.5753,0.93316,0.006535,0.006535,0.006535
72,2914.41,1.14955,0.68444,1,0.89866,0.70715,0.79414,0.51033,1.065,0.57736,0.94551,0.0064855,0.0064855,0.0064855
73,2954.88,1.15546,0.68892,0.99947,0.89487,0.73046,0.79914,0.51907,1.03712,0.56335,0.92785,0.006436,0.006436,0.006436
